gps,date_carnet,heure_carnet,easting,northing,altitude,espece,signe,type,partie_consommee,nid_arboricoles,nid_terrestres,nombre,foret,age_jours,chef_equipe,equipe,famille_gorille,commentaire
77,2024-12-17,12:24,556209,9845785,609 m,Gorille,Nourriture,Drypetes dinklagei,Feuille,0,0,0,F.P,1,P107,"Baeli Sisyanyongo, Emile Bokongo Defao et 2 Journaliers",Idumba,
78,2024-12-17,12:51,556209,9845930,608 m,Gorille,Nourriture,Sarcophrynium brachystachyum,Tige,0,0,0,F.P,1,P107,"Baeli Sisyanyongo, Emile Bokongo Defao et 2 Journaliers",Idumba,
79,2024-12-17,12:57,556196,9845980,608 m,Gorille,Nourriture,Megaphrynium macrostachyum,Tige,0,0,0,F.P,1,P107,"Baeli Sisyanyongo, Emile Bokongo Defao et 2 Journaliers",Idumba,
80,2024-12-17,13:08,556229,9846007,608 m,Gorille,Nourriture,Treculia africana,Fruit,0,0,0,F.P,1,P107,"Baeli Sisyanyongo, Emile Bokongo Defao et 2 Journaliers",Idumba,
81,2024-12-17,13:18,556245,9846101,606 m,Gorille,Nourriture,Marantochloa leucantha,Tige,0,0,0,F.P,1,P107,"Baeli Sisyanyongo, Emile Bokongo Defao et 2 Journaliers",Idumba,
82,2024-12-17,13:36,556300,9846155,602 m,Gorille,Nourriture,Thaumatococcus daniellii,Tige,0,0,0,F.P,1,P107,"Baeli Sisyanyongo, Emile Bokongo Defao et 2 Journaliers",Idumba,
83,2024-12-17,13:46,556288,9846252,604 m,Gorille,Nourriture,Aframomum laurentii,Moelle,0,0,0,F.P,1,P107,"Baeli Sisyanyongo, Emile Bokongo Defao et 2 Journaliers",Idumba,
84,2024-12-17,13:53,556258,9846282,603 m,Gorille,Nourriture,Cynometra alexandri,Ecorce,0,0,0,F.P,1,P107,"Baeli Sisyanyongo, Emile Bokongo Defao et 2 Journaliers",Idumba,
85,2024-12-17,14:06,556228,9846250,602 m,Gorille,Nourriture,Uapaca guineensis,Moelle,0,0,0,F.P,1,P107,"Baeli Sisyanyongo, Emile Bokongo Defao et 2 Journaliers",Idumba,
86,2024-12-17,14:15,556312,9846293,600 m,Gorille,Nourriture,Marantochloa leucantha,Tige,0,0,0,F.P,1,P107,"Baeli Sisyanyongo, Emile Bokongo Defao et 2 Journaliers",Idumba,
87,2024-12-17,14:22,556323,9846303,603 m,Gorille,Nourriture,Eremospatha haullevilleana,Tige,0,0,0,F.P,1,P107,"Baeli Sisyanyongo, Emile Bokongo Defao et 2 Journaliers",Idumba,
88,2024-12-17,14:34,556360,9846363,608 m,Gorille,Nourriture,Pycnanthus angolensis,Feuille,0,0,0,F.P,1,P107,"Baeli Sisyanyongo, Emile Bokongo Defao et 2 Journaliers",Idumba,
89,2024-12-17,14:39,556458,9846445,613 m,Gorille,Nourriture,Celtis briyeri,Feuille,0,0,0,F.P,1,P107,"Baeli Sisyanyongo, Emile Bokongo Defao et 2 Journaliers",Idumba,
90,2024-12-17,14:45,556488,9846551,610 m,Gorille,Nourriture,Afro rhaphidophora africana,Feuille,0,0,0,F.P,1,P107,"Baeli Sisyanyongo, Emile Bokongo Defao et 2 Journaliers",Idumba,
93,2024-12-17,14:58,556469,9846655,605 m,Gorille,Nid,Nuit,,14,4,18,F.P,0,P107,"Baeli Sisyanyongo, Emile Bokongo Defao et 2 Journaliers",Idumba,
94,2024-12-18,11:12,556464,9846660,595 m,Position,Start,,,0,0,0,F.P,1,P107,"Baeli Sisyanyongo, Emile Bokongo Defao et 2 Journaliers",Idumba,
95,2024-12-18,11:21,556497,9846658,596 m,Gorille,Nourriture,Marantochloa leucantha,Tige,0,0,0,F.P,1,P107,"Baeli Sisyanyongo, Emile Bokongo Defao et 2 Journaliers",Idumba,
96,2024-12-18,11:29,556537,9846681,595 m,Gorille,Nourriture,Ataenidia conferta,Tige,0,0,0,F.P,1,P107,"Baeli Sisyanyongo, Emile Bokongo Defao et 2 Journaliers",Idumba,
97,2024-12-18,11:36,556538,9846728,606 m,Gorille,Nourriture,Pycnanthus angolensis,Feuille,0,0,0,F.P,1,P107,"Baeli Sisyanyongo, Emile Bokongo Defao et 2 Journaliers",Idumba,
99,2024-12-18,11:49,556675,9846794,625 m,Gorille,Nourriture,Eremospatha haullevilleana,Tige,0,0,0,F.P,1,P107,"Baeli Sisyanyongo, Emile Bokongo Defao et 2 Journaliers",Idumba,
100,2024-12-18,11:59,556723,9846891,645 m,Gorille,Nourriture,Celtis briyeri,Feuille,0,0,0,F.P,1,P107,"Baeli Sisyanyongo, Emile Bokongo Defao et 2 Journaliers",Idumba,
101,2024-12-18,12:11,556695,9846942,644 m,Gorille,Nourriture,Drypetes dinklagei,Feuille,0,0,0,F.P,1,P107,"Baeli Sisyanyongo, Emile Bokongo Defao et 2 Journaliers",Idumba,
102,2024-12-18,12:16,556652,9846986,631 m,Gorille,Nourriture,Palisota ambigua,Tige,0,0,0,F.P,1,P107,"Baeli Sisyanyongo, Emile Bokongo Defao et 2 Journaliers",Idumba,
103,2024-12-18,12:20,556611,9846975,619 m,Gorille,Nourriture,Pycnanthus angolensis,Feuille,0,0,0,F.P,1,P107,"Baeli Sisyanyongo, Emile Bokongo Defao et 2 Journaliers",Idumba,
104,2024-12-18,12:26,556586,9846959,615 m,Gorille,Nourriture,Megaphrynium macrostachyum,Tige,0,0,0,F.P,1,P107,"Baeli Sisyanyongo, Emile Bokongo Defao et 2 Journaliers",Idumba,
105,2024-12-18,12:30,556518,9846997,602 m,Gorille,Nourriture,Sarcophrynium brachystachyum,Tige,0,0,0,F.P,1,P107,"Baeli Sisyanyongo, Emile Bokongo Defao et 2 Journaliers",Idumba,
106,2024-12-18,12:35,556500,9847006,600 m,Gorille,Nourriture,Aframomum laurentii,Moelle,0,0,0,F.P,1,P107,"Baeli Sisyanyongo, Emile Bokongo Defao et 2 Journaliers",Idumba,
107,2024-12-18,12:45,556400,9846972,597 m,Gorille,Nourriture,Marantochloa congensis,Tige,0,0,0,F.P,1,P107,"Baeli Sisyanyongo, Emile Bokongo Defao et 2 Journaliers",Idumba,
108,2024-12-18,12:54,556405,9847005,602 m,Gorille,Nourriture,Drypetes dinklagei,Feuille,0,0,0,F.P,1,P107,"Baeli Sisyanyongo, Emile Bokongo Defao et 2 Journaliers",Idumba,
109,2024-12-18,13:01,556311,9847036,602 m,Gorille,Nourriture,Afro rhaphidophora africana,Feuille,0,0,0,F.P,1,P107,"Baeli Sisyanyongo, Emile Bokongo Defao et 2 Journaliers",Idumba,
110,2024-12-18,13:07,556246,9847039,597 m,Gorille,Nourriture,Manniophyton fulvum,Moelle,0,0,0,F.P,1,P107,"Baeli Sisyanyongo, Emile Bokongo Defao et 2 Journaliers",Idumba,
111,2024-12-18,13:17,556170,9847003,593 m,Gorille,Nourriture,Uapaca guineensis,Moelle,0,0,0,F.P,1,P107,"Baeli Sisyanyongo, Emile Bokongo Defao et 2 Journaliers",Idumba,
113,2024-12-18,13:22,556116,9846984,594 m,Gorille,Nid,Nuit,,15,3,18,F.P,0,P107,"Baeli Sisyanyongo, Emile Bokongo Defao et 2 Journaliers",Idumba,
114,2024-12-19,11:29,556117,9846979,594 m,Position,Start,,,0,0,0,F.P,1,P107,"Baeli Sisyanyongo, Emile Bokongo Defao et 2 Journaliers",Idumba,
115,2024-12-19,11:37,556034,9847041,594 m,Gorille,Nourriture,Palisota hirsuta,Tige,0,0,0,F.P,1,P107,"Baeli Sisyanyongo, Emile Bokongo Defao et 2 Journaliers",Idumba,
116,2024-12-19,11:43,556004,9847095,594 m,Potamochere roux,Trace,,,0,0,1,F.P,2,P107,"Baeli Sisyanyongo, Emile Bokongo Defao et 2 Journaliers",Idumba,
117,2024-12-19,11:50,555958,9847152,592 m,Gorille,Nourriture,Musanga cecropioides,Feuille,0,0,0,F.P,1,P107,"Baeli Sisyanyongo, Emile Bokongo Defao et 2 Journaliers",Idumba,
118,2024-12-19,11:56,555940,9847210,596 m,Gorille,Nourriture,Pycnanthus angolensis,Feuille,0,0,0,F.P,1,P107,"Baeli Sisyanyongo, Emile Bokongo Defao et 2 Journaliers",Idumba,
119,2024-12-19,12:04,555936,9847236,594 m,Gorille,Nourriture,Megaphrynium macrostachyum,Tige,0,0,0,F.P,1,P107,"Baeli Sisyanyongo, Emile Bokongo Defao et 2 Journaliers",Idumba,
120,2024-12-19,12:12,555953,9847269,600 m,Gorille,Cri,,,0,0,1,F.P,0,P107,"Baeli Sisyanyongo, Emile Bokongo Defao et 2 Journaliers",Idumba,
121,2024-12-21,9:07,555917,9847222,595 m,Position,Start,,,0,0,0,F.P,1,P107,"Baeli Sisyanyongo, Emile Bokongo Defao et 2 Journaliers",Idumba,
122,2024-12-21,9:11,555879,9847223,595 m,Gorille,Nourriture,Palisota ambigua,Tige,0,0,0,F.P,1,P107,"Baeli Sisyanyongo, Emile Bokongo Defao et 2 Journaliers",Idumba,
123,2024-12-21,9:18,555849,9847247,597 m,Gorille,Nourriture,,,0,0,0,F.P,1,P107,"Baeli Sisyanyongo, Emile Bokongo Defao et 2 Journaliers",Idumba,
124,2024-12-21,9:20,555858,9847263,596 m,Gorille,Nourriture,Marantochloa leucantha,Tige,0,0,0,F.P,1,P107,"Baeli Sisyanyongo, Emile Bokongo Defao et 2 Journaliers",Idumba,
125,2024-12-21,9:24,555820,9847287,595 m,Gorille,Nid,Nuit,,11,8,19,F.P,0,P107,"Baeli Sisyanyongo, Emile Bokongo Defao et 2 Journaliers",Idumba,
126,2024-12-21,9:37,555707,9847372,595 m,Pintade,Vu,,,0,0,6,F.P,0,P107,"Baeli Sisyanyongo, Emile Bokongo Defao et 2 Journaliers",Idumba,
127,2024-12-21,9:37,555707,9847371,595 m,Chimpanze,Cri,,,0,0,1,F.P,0,P107,"Baeli Sisyanyongo, Emile Bokongo Defao et 2 Journaliers",Idumba,
756,2024-12-10,9:43,556441,9854183,623 m,Chimpanze,Trace,,,0,0,1,F.P,2,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
757,2024-12-10,9:59,556324,9854165,610 m,Cephalophe dorsalis,Trace,,,0,0,1,F.P,2,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
758,2024-12-10,10:19,556201,9854041,608 m,Buffle nain,Trace,,,0,0,1,F.P,1,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
759,2024-12-10,10:58,556198,9853934,613 m,Potamochere roux,Trace,,,0,0,1,F.P,1,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
760,2024-12-10,11:06,556369,9853839,594 m,Cercopithecus hamlyni,Cri,,,0,0,1,F.P,0,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
761,2024-12-10,11:16,556445,9853926,605 m,Chimpanze,Cri,,,0,0,1,F.P,0,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
762,2024-12-10,11:30,556820,9854280,620 m,Naja melanogaster,Vu,,,0,0,1,F.P,0,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
763,2024-12-11,8:58,557091,9855029,601 m,Pintade,Vu,,,0,0,6,F.P,0,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
764,2024-12-11,9:01,557022,9855049,596 m,Riviere,Traverse,,,0,0,1,F.P,0,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,Mobgenge
765,2024-12-11,9:12,556463,9855068,615 m,Cercopithecus hamlyni,Cri,,,0,0,1,F.P,0,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
766,2024-12-11,9:20,556251,9855240,617 m,Potamochere roux,Trace,,,0,0,1,F.P,2,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
767,2024-12-11,9:35,555791,9854853,601 m,Chimpanze,Cri,,,0,0,1,F.P,0,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
769,2024-12-11,10:09,554614,9854550,600 m,Cephalophe dorsalis,Trace,,,0,0,1,F.P,3,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
770,2024-12-11,10:29,554112,9854432,600 m,Cephalophe dorsalis,Trace,,,0,0,1,F.P,1,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
771,2024-12-11,10:52,553881,9854450,598 m,Buffle nain,Trace,,,0,0,1,F.P,0,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
773,2024-12-11,11:39,553559,9854778,585 m,Riviere,Traverse,,,0,0,1,F.P,0,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,Kaisea
774,2024-12-11,12:28,553490,9855231,596 m,Buffle nain,Crotte,,,0,0,1,F.P,2,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
775,2024-12-11,13:42,556060,9856405,616 m,Pintade,Vu,,,0,0,9,F.P,0,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
777,2024-12-13,10:00,557174,9857629,602 m,Cercopithecus hamlyni,Cri,,,0,0,1,F.P,0,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
778,2024-12-13,10:17,556760,9857225,607 m,Buffle nain,Trace,,,0,0,1,F.P,5,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
779,2024-12-13,10:30,556412,9857506,612 m,Potamochere roux,Trace,,,0,0,1,F.P,4,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
780,2024-12-13,10:42,555904,9857519,610 m,Pintade,Vu,,,0,0,12,F.P,0,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
781,2024-12-13,12:03,555670,9857252,610 m,Cephalophe dorsalis,Trace,,,0,0,1,F.P,2,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
783,2024-12-13,12:21,555269,9856919,607 m,Chimpanze,Cri,,,0,0,1,F.P,0,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
784,2024-12-13,12:30,555255,9856584,595 m,Riviere,Traverse,,,0,0,1,F.P,0,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,Bankoko
785,2024-12-13,13:33,557479,9856283,595 m,Buffle nain,Trace,,,0,0,1,F.P,4,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
786,2024-12-14,10:13,557786,9855035,591 m,Cercopithecus hamlyni,Cri,,,0,0,1,F.P,0,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
787,2024-12-14,10:24,557869,9854552,602 m,Buffle nain,Trace,,,0,0,1,F.P,0,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
788,2024-12-14,10:43,557908,9853506,617 m,Potamochere roux,Trace,,,0,0,1,F.P,3,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
790,2024-12-14,10:58,557565,9853602,621 m,Buffle nain,Trace,,,0,0,1,F.P,1,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
791,2024-12-14,11:10,557343,9853697,616 m,Naja melanogaster,Vu,,,0,0,1,F.P,0,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
792,2024-12-14,11:21,557135,9853943,619 m,Cephalophe dorsalis,Trace,,,0,0,1,F.P,0,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
793,2024-12-14,12:38,557074,9854021,610 m,Cephalophe monticola,Trace,,,0,0,1,F.P,2,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
794,2024-12-14,12:48,556887,9854083,618 m,Piegeage,Nylon,,,0,0,3,F.P,0,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,Actif
795,2024-12-15,10:22,556451,9853655,602 m,Riviere,Traverse,,,0,0,1,F.P,0,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,Amakebata
796,2024-12-15,10:27,556366,9853603,608 m,Cephalophe dorsalis,Crotte,,,0,0,1,F.P,2,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
797,2024-12-15,10:38,556017,9853432,608 m,Buffle nain,Trace,,,0,0,1,F.P,3,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
799,2024-12-15,10:52,555877,9853241,602 m,Naja melanogaster,Vu,,,0,0,1,F.P,0,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
800,2024-12-15,11:04,555722,9853330,630 m,Potamochere roux,Trace,,,0,0,1,F.P,1,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
801,2024-12-15,11:17,555615,9853554,615 m,Chimpanze,Cri,,,0,0,1,F.P,0,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
802,2024-12-15,11:29,555585,9853721,603 m,Cercopithecus hamlyni,Cri,,,0,0,1,F.P,0,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
804,2024-12-15,11:58,555550,9854402,612 m,Pintade,Vu,,,0,0,4,F.P,0,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
805,2024-12-15,12:34,556218,9855206,620 m,Gorille,Trace,,,0,0,1,F.P,2,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
806,2024-12-15,12:35,556207,9855203,619 m,Gorille,Nourriture,Musanga cecropioides,Feuille,0,0,0,F.P,2,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
807,2024-12-15,12:48,556212,9855307,622 m,Gorille,Nourriture,Palisota hirsuta,Tige,0,0,0,F.P,1,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
808,2024-12-15,12:52,556208,9855323,621 m,Gorille,Nourriture,Eremospatha haullevilleana,Tige,0,0,0,F.P,1,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
809,2024-12-15,12:57,556185,9855368,620 m,Gorille,Nourriture,Megaphrynium macrostachyum,Tige,0,0,0,F.P,1,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
810,2024-12-16,9:16,556176,9855382,627 m,Position,Start,,,0,0,0,F.P,2,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
811,2024-12-16,9:30,556203,9855505,637 m,Gorille,Nourriture,Raphia farinifera,Moelle,0,0,0,F.P,2,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
812,2024-12-16,9:36,556213,9855526,633 m,Gorille,Nourriture,Pycnanthus angolensis,Feuille,0,0,0,F.P,2,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
813,2024-12-16,9:39,556232,9855553,628 m,Gorille,Nourriture,Megaphrynium macrostachyum,Tige,0,0,0,F.P,2,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
814,2024-12-16,9:47,556264,9855571,627 m,Gorille,Nourriture,Celtis briyeri,Feuille,0,0,0,F.P,2,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
815,2024-12-16,9:49,556297,9855575,627 m,Gorille,Nourriture,Uapaca benguelensis,Moelle,0,0,0,F.P,2,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
816,2024-12-16,9:52,556327,9855573,627 m,Gorille,Nourriture,Eremospatha haullevilleana,Tige,0,0,0,F.P,2,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
817,2024-12-16,9:55,556386,9855587,621 m,Gorille,Nourriture,Raphia farinifera,Moelle,0,0,0,F.P,2,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
818,2024-12-16,9:59,556414,9855575,619 m,Gorille,Nourriture,Megaphrynium macrostachyum,Tige,0,0,0,F.P,2,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
819,2024-12-16,10:15,556504,9855662,604 m,Gorille,Nourriture,Musanga cecropioides,Feuille,0,0,0,F.P,2,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
820,2024-12-16,10:19,556525,9855682,603 m,Gorille,Nourriture,Palisota ambigua,Tige,0,0,0,F.P,2,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
821,2024-12-16,10:46,556753,9855768,595 m,Gorille,Nourriture,Eremospatha haullevilleana,Tige,0,0,0,F.P,2,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
822,2024-12-16,10:48,556761,9855796,602 m,Gorille,Nourriture,Pycnanthus angolensis,Feuille,0,0,0,F.P,2,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
823,2024-12-16,10:52,556820,9855816,604 m,Gorille,Nourriture,Palisota hirsuta,Tige,0,0,0,F.P,2,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
824,2024-12-16,10:55,556857,9855800,604 m,Gorille,Nid,Nuit,,2,2,4,F.P,1,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
825,2024-12-16,11:00,556941,9855788,599 m,Gorille,Nourriture,Celtis briyeri,Feuille,0,0,0,F.P,1,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
826,2024-12-16,11:05,556986,9855776,593 m,Gorille,Nourriture,Aframomum laurentii,Moelle,0,0,0,F.P,1,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
827,2024-12-16,11:29,557179,9855693,595 m,Gorille,Nourriture,Musanga cecropioides,Feuille,0,0,0,F.P,1,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
828,2024-12-16,11:53,557482,9855770,594 m,Gorille,Nourriture,Manniophyton fulvum,Moelle,0,0,0,F.P,1,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
829,2024-12-16,12:06,557605,9855828,592 m,Gorille,Nourriture,Palisota hirsuta,Tige,0,0,0,F.P,1,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
830,2024-12-16,12:44,557859,9856123,591 m,Gorille,Nid,Nuit,,3,1,4,F.P,0,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
831,2024-12-17,9:34,557857,9856127,603 m,Position,Start,,,0,0,0,F.P,1,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
832,2024-12-17,9:47,557772,9856149,598 m,Gorille,Nourriture,Celtis briyeri,Feuille,0,0,0,F.P,1,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
833,2024-12-17,9:50,557732,9856157,597 m,Gorille,Nid,Repos,,0,4,4,F.P,1,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
834,2024-12-17,9:53,557710,9856160,597 m,Gorille,Nourriture,Aframomum laurentii,Moelle,0,0,0,F.P,1,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
835,2024-12-17,9:58,557665,9856173,596 m,Gorille,Nourriture,Palisota ambigua,Tige,0,0,0,F.P,1,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
836,2024-12-17,10:06,557600,9856197,594 m,Gorille,Nourriture,Pycnanthus angolensis,Feuille,0,0,0,F.P,1,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
837,2024-12-17,10:21,557512,9856188,593 m,Gorille,Nourriture,Marantochloa leucantha,Tige,0,0,0,F.P,1,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
838,2024-12-17,10:26,557477,9856213,593 m,Gorille,Nourriture,Megaphrynium macrostachyum,Tige,0,0,0,F.P,1,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
839,2024-12-17,10:37,557422,9856238,594 m,Gorille,Nid,Nuit,,3,2,5,F.P,0,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
840,2024-12-18,9:56,557409,9856235,612 m,Position,Start,,,0,0,0,F.P,1,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
841,2024-12-18,9:59,557382,9856255,610 m,Gorille,Nourriture,Marantochloa leucantha,Tige,0,0,0,F.P,1,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
842,2024-12-18,10:05,557310,9856333,610 m,Gorille,Nourriture,Megaphrynium macrostachyum,Tige,0,0,0,F.P,1,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
843,2024-12-18,10:09,557256,9856402,607 m,Gorille,Nourriture,Afro rhaphidophora africana,Feuille,0,0,0,F.P,1,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
844,2024-12-18,10:15,557215,9856452,602 m,Gorille,Nourriture,Palisota hirsuta,Tige,0,0,0,F.P,1,P019,"Aluta Michel, Alphonse Nsaundeabo, Odakifa Mwendambali et 1 Journalier",Inamahasa,
